uniqueID,spectrumID,name,asteroid classes,slope,sampleID,pca_1,pca_2,pca_3,pca_4,pca_5,General Type,Type 1,subtype,metbull type,clan subtype,class subtype
LM-CMP-034-BKR1LM034,BKR1LM034,ALHA81005,Q-type,-0.1326,LM-CMP-034,-0.7189,0.2137,-0.1076,-0.0335,-0.0242,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-C1LM34,C1LM34,ALHA81005,Q-type,-0.1325,LM-CMP-034,-0.7192,0.2154,-0.1070,-0.0340,-0.0229,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CALM34,CALM34,ALHA81005,B-type,-0.1721,LM-CMP-034,-1.1403,-0.0557,-0.0879,-0.2889,-0.0084,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CBLM34,CBLM34,ALHA81005,Q-type,-0.0970,LM-CMP-034,-0.8166,0.2794,-0.1636,-0.0273,-0.1111,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CCLM34,CCLM34,ALHA81005,B-type,-0.0647,LM-CMP-034,-0.5598,0.0335,-0.2084,-0.1460,-0.1458,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CDLM34,CDLM34,ALHA81005,C-type__Ch-type__Xk-type__Xn-type,-0.2230,LM-CMP-034,-0.8354,-0.0266,-0.0957,-0.2666,-0.0648,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CELM34,CELM34,ALHA81005,Sr-type,-0.1082,LM-CMP-034,0.2152,0.1772,0.0363,0.0323,-0.1665,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CFLM34,CFLM34,ALHA81005,Q-type,-0.1417,LM-CMP-034,-0.7566,0.4456,0.0700,0.1226,0.0428,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-034-CGLM34,CGLM34,ALHA81005,Q-type,-0.1423,LM-CMP-034,-0.7359,0.2289,0.0269,-0.0491,-0.0192,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-BKR1LM035,BKR1LM035,QUE 93069,B-type,-0.1182,LM-CMP-035,-0.5346,-0.0129,-0.1959,-0.0954,-0.0553,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-C1LM35,C1LM35,QUE 93069,B-type,-0.1174,LM-CMP-035,-0.5342,-0.0190,-0.1940,-0.1003,-0.0503,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CALM35,CALM35,QUE 93069,K-type__Xe-type,-0.1314,LM-CMP-035,-0.6163,0.0793,-0.0412,-0.0214,0.0072,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CBLM35,CBLM35,QUE 93069,B-type,-0.1187,LM-CMP-035,-0.2538,-0.1270,-0.1105,-0.0997,-0.0775,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CCLM35,CCLM35,QUE 93069,B-type,-0.1202,LM-CMP-035,-0.5966,0.0273,-0.1066,-0.0489,-0.0307,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CDLM35,CDLM35,QUE 93069,B-type,-0.0942,LM-CMP-035,-0.2100,-0.0880,-0.0758,-0.1246,-0.1030,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CELM35,CELM35,QUE 93069,B-type,-0.1624,LM-CMP-035,-0.8473,0.1455,-0.1746,-0.0297,-0.0256,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CFLM35,CFLM35,QUE 93069,B-type,-0.1266,LM-CMP-035,-0.6102,0.0514,-0.1535,-0.0102,-0.0718,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-035-CGLM35,CGLM35,QUE 93069,Q-type,0.0107,LM-CMP-035,-1.7815,0.7684,-0.1905,0.0805,0.1198,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-036-C1LM36,C1LM36,MIL 05035,V-type,0.0110,LM-CMP-036,0.4081,0.7933,0.8511,0.2177,-0.1622,Rock,Igneous,Lunar Unbrecciated Basalt,Lunar (basalt),Lunar,Lunar
LM-CMP-037-BKR1LM037,BKR1LM037,EET 87521,O-type__Q-type,-0.1220,LM-CMP-037,-0.8713,0.6257,0.3089,0.0090,-0.0661,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-037-C1LM37,C1LM37,EET 87521,O-type__Q-type,-0.0986,LM-CMP-037,-0.9040,0.6624,0.2986,-0.0034,-0.1029,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-037-CALM37,CALM37,EET 87521,V-type,-0.1557,LM-CMP-037,-1.3539,1.0717,0.2509,-0.0937,-0.0872,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-037-CBLM37,CBLM37,EET 87521,C-type__Ch-type__Xk-type__Xn-type,-0.2209,LM-CMP-037,-0.9894,0.2117,-0.0599,-0.1254,-0.0558,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-037-CCLM37,CCLM37,EET 87521,Q-type,-0.0480,LM-CMP-037,-0.8527,0.3224,0.0606,-0.0227,-0.0425,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-038-C1LM38,C1LM38,EET 96008,Q-type,-0.1108,LM-CMP-038,-0.7122,0.3016,0.0253,0.0039,-0.0935,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-038-CALM38,CALM38,EET 96008,B-type,-0.1276,LM-CMP-038,-0.7761,0.0102,-0.1040,-0.1446,-0.1269,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-038-CBLM38,CBLM38,EET 96008,V-type,-0.1400,LM-CMP-038,-0.4092,1.0735,0.4228,0.1797,-0.0712,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-038-CCLM38,CCLM38,EET 96008,Q-type,0.0236,LM-CMP-038,-0.3994,0.3286,0.5783,0.1590,-0.1316,Rock,Breccia,Lunar Basaltic Breccia,Lunar (basalt),Lunar,Lunar
LM-CMP-039-BKR1LM039,BKR1LM039,LAP 02205,V-type,-0.1452,LM-CMP-039,0.1333,0.6101,0.7781,0.2442,-0.2243,Rock,Igneous,Lunar Unbrecciated Basalt,Lunar (basalt),Lunar,Lunar
LM-CMP-039-C1LM39,C1LM39,LAP 02205,V-type,-0.1451,LM-CMP-039,0.1433,0.6143,0.7833,0.2422,-0.2250,Rock,Igneous,Lunar Unbrecciated Basalt,Lunar (basalt),Lunar,Lunar
LM-CMP-041-BKR1LM041,BKR1LM041,MIL 05035,V-type,0.0632,LM-CMP-041,1.0639,1.0864,0.8836,0.2691,-0.2025,Mineral,Silicate (Ino),Pyroxene,Lunar (basalt),Lunar,Lunar
LM-CMP-041-C1LM41,C1LM41,MIL 05035,V-type,0.0382,LM-CMP-041,1.0157,1.1107,0.8844,0.2388,-0.1985,Mineral,Silicate (Ino),Pyroxene,Lunar (basalt),Lunar,Lunar
LM-CMP-041-C2LM41,C2LM41,MIL 05035,V-type,0.0628,LM-CMP-041,1.0439,1.1019,0.8844,0.2656,-0.1961,Mineral,Silicate (Ino),Pyroxene,Lunar (basalt),Lunar,Lunar
LM-CMP-042-BKR1LM042,BKR1LM042,MIL 05035,Sq-type,0.1014,LM-CMP-042,-0.3937,0.2282,0.1735,0.0146,-0.0339,Mineral,Silicate (Tecto),Feldspar Plagioclase,Lunar (basalt),Lunar,Lunar
LM-CMP-042-C1LM42,C1LM42,MIL 05035,Sq-type,0.0981,LM-CMP-042,-0.3957,0.2157,0.1673,0.0102,-0.0190,Mineral,Silicate (Tecto),Feldspar Plagioclase,Lunar (basalt),Lunar,Lunar
LM-CMP-042-C2LM42,C2LM42,MIL 05035,Sq-type,0.1018,LM-CMP-042,-0.3956,0.2321,0.1747,0.0133,-0.0328,Mineral,Silicate (Tecto),Feldspar Plagioclase,Lunar (basalt),Lunar,Lunar
LM-CMP-044-BIR1LM044,BIR1LM044,MIL 05035,V-type,0.0519,LM-CMP-044,0.8017,-0.5364,-0.0200,-0.1745,-0.0869,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-044-BKR1LM044,BKR1LM044,MIL 05035,V-type,0.0655,LM-CMP-044,0.6080,0.8866,0.6739,0.2083,-0.1317,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-044-C1LM44,C1LM44,MIL 05035,V-type,0.0653,LM-CMP-044,0.5929,0.9000,0.6748,0.2059,-0.1263,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-045-BIR1LM045,BIR1LM045,MIL 05035,V-type,0.0958,LM-CMP-045,0.8377,-0.9174,-0.0120,-0.1252,-0.1242,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-045-BKR1LM045,BKR1LM045,MIL 05035,V-type,0.0999,LM-CMP-045,1.2143,1.1273,1.2370,0.3225,-0.3088,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-045-C1LM45,C1LM45,MIL 05035,V-type,0.0984,LM-CMP-045,1.1685,1.1466,1.2317,0.3196,-0.2956,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-046-BIR1LM046,BIR1LM046,MIL 05035,V-type,0.0984,LM-CMP-046,0.6051,-0.4570,-0.0224,-0.1603,-0.0915,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-046-BKR1LM046,BKR1LM046,MIL 05035,V-type,0.1297,LM-CMP-046,0.4087,0.6834,0.5958,0.1606,-0.1075,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-046-C1LM46,C1LM46,MIL 05035,V-type,0.1293,LM-CMP-046,0.3974,0.6945,0.5963,0.1599,-0.1046,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-047-BIR1LM047,BIR1LM047,LAP 02205,Sr-type,0.1161,LM-CMP-047,0.3256,-0.6363,-0.0511,-0.2052,-0.1318,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-047-BKR1LM047,BKR1LM047,LAP 02205,V-type,0.0670,LM-CMP-047,0.2293,0.5496,0.8009,0.2439,-0.1827,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-047-C1LM47,C1LM47,LAP 02205,V-type,0.0675,LM-CMP-047,0.2438,0.5527,0.8085,0.2403,-0.1845,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-048-BIR1LM048,BIR1LM048,LAP 02205,Sr-type,0.1397,LM-CMP-048,0.3262,-0.4262,-0.0459,-0.2092,-0.1089,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-048-BKR1LM048,BKR1LM048,LAP 02205,R-type,0.1692,LM-CMP-048,0.0640,0.4063,0.5441,0.1956,-0.1059,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-048-C1LM48,C1LM48,LAP 02205,R-type,0.1701,LM-CMP-048,0.0797,0.4072,0.5492,0.1934,-0.1122,Rock,,,Lunar (basalt),Lunar,Lunar
LM-CMP-049-CALM49,CALM49,QUE 93069,B-type,-0.1038,LM-CMP-049,-0.5930,0.0035,-0.1739,-0.0351,-0.0667,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-049-CBLM49,CBLM49,QUE 93069,B-type,-0.0138,LM-CMP-049,-0.5352,-0.0127,-0.1416,-0.0356,-0.0073,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-053-BIR1LM053,BIR1LM053,QUE93069,Sq-type,0.2481,LM-CMP-053,-0.1630,0.1078,0.0305,0.0017,-0.0057,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-053-BKR1LM053,BKR1LM053,QUE93069,D-type__A-type,0.4129,LM-CMP-053,-0.1152,-0.1239,-0.0717,-0.0172,0.0000,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-053-C1LM53,C1LM53,QUE93069,D-type__A-type,0.4153,LM-CMP-053,-0.0904,-0.1343,-0.0725,-0.0174,-0.0108,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-054-BIR1LM054,BIR1LM054,QUE93069,Sq-type,0.2847,LM-CMP-054,-0.1554,0.0971,0.0268,-0.0002,-0.0042,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-054-BKR1LM054,BKR1LM054,QUE93069,D-type__A-type,0.4408,LM-CMP-054,-0.1037,-0.1319,-0.0831,0.0073,-0.0144,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-CMP-054-C1LM54,C1LM54,QUE93069,D-type__A-type,0.4408,LM-CMP-054,-0.1059,-0.1300,-0.0830,0.0074,-0.0145,Rock,Breccia,Lunar Feldspathic Breccia,Lunar (anorth),Lunar,Lunar
LM-H1T-050-B-BIR1LM050B,BIR1LM050B,NWA 482,Q-type,-0.0139,LM-H1T-050-B,0.2538,-0.0467,0.0216,-0.1106,-0.0063,Rock,,,H4,H-L-LL,OC
LM-H1T-050-B-BKR1LM050B,BKR1LM050B,NWA 482,Q-type,-0.0719,LM-H1T-050-B,-0.6744,0.4049,0.0421,-0.0042,0.0111,Rock,,,H4,H-L-LL,OC
LM-H1T-050-B-C1LM50B,C1LM50B,NWA 482,Q-type,-0.0790,LM-H1T-050-B,-0.6565,0.4045,0.0391,0.0051,0.0138,Rock,,,H4,H-L-LL,OC
LM-H1T-050-BIR1LM050,BIR1LM050,NWA 482,K-type,-0.1418,LM-H1T-050,0.1449,0.0601,0.0641,-0.0930,-0.0033,Rock,,,H4,H-L-LL,OC
LM-H1T-050-BKR1LM050,BKR1LM050,NWA 482,Q-type,-0.1732,LM-H1T-050,-0.7651,0.3289,-0.0533,-0.0498,-0.0019,Rock,,,H4,H-L-LL,OC
LM-H1T-050-C-BIR1LM050C,BIR1LM050C,NWA 482,K-type,0.0299,LM-H1T-050-C,0.0931,0.0324,0.0259,-0.0684,0.0003,Rock,,,H4,H-L-LL,OC
LM-H1T-050-C-BKR1LM050C,BKR1LM050C,NWA 482,Q-type,-0.0198,LM-H1T-050-C,-0.6117,0.2543,-0.0017,-0.0421,0.0169,Rock,,,H4,H-L-LL,OC
LM-H1T-050-C-C1LM50C,C1LM50C,NWA 482,Q-type,0.0288,LM-H1T-050-C,-0.5799,0.2775,0.0063,0.0091,0.0288,Rock,,,H4,H-L-LL,OC
LM-H1T-050-C1LM50,C1LM50,NWA 482,Q-type,-0.1626,LM-H1T-050,-0.6925,0.3510,-0.0305,0.0066,-0.0003,Rock,,,H4,H-L-LL,OC
LM-H1T-051-BIR1LM051,BIR1LM051,Dhofar 307,Sq-type,-0.1919,LM-H1T-051,-0.0924,0.0864,0.0856,-0.0288,0.0383,Rock,,,Lunar (anorth),Lunar,Lunar
LM-H1T-051-BKR1LM051,BKR1LM051,Dhofar 307,Q-type,-0.1962,LM-H1T-051,-0.5002,0.0938,-0.0135,-0.1416,-0.0242,Rock,,,Lunar (anorth),Lunar,Lunar
LM-H1T-051-C1LM51,C1LM51,Dhofar 307,Q-type,-0.1799,LM-H1T-051,-0.5326,0.1707,0.0866,-0.0513,-0.0182,Rock,,,Lunar (anorth),Lunar,Lunar
LM-H1T-052-B-BIR1LM052B,BIR1LM052B,DaG 1042,Sq-type,0.0591,LM-H1T-052-B,-0.2180,0.0937,0.1030,0.0208,-0.0052,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-B-BKR1LM052B,BKR1LM052B,DaG 1042,K-type__Xe-type,0.0207,LM-H1T-052-B,-0.6021,0.0725,-0.0710,-0.0654,-0.0505,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-B-C1LM52B,C1LM52B,DaG 1042,K-type__Xe-type,-0.0070,LM-H1T-052-B,-0.5078,0.0461,-0.0675,-0.0656,-0.0465,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-BIR1LM052,BIR1LM052,DaG 1042,indeterminate,0.0344,LM-H1T-052,-0.3487,0.1390,0.1148,0.0079,0.0092,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-BKR1LM052,BKR1LM052,DaG 1042,B-type,-0.0260,LM-H1T-052,-0.8092,0.0501,-0.0781,-0.0934,-0.0399,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-C-BIR1LM052C,BIR1LM052C,DaG 1042,Sq-type,0.1569,LM-H1T-052-C,-0.1661,0.0956,0.0706,-0.0076,0.0011,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-C-BKR1LM052C,BKR1LM052C,DaG 1042,K-type__Xe-type,0.1684,LM-H1T-052-C,-0.3487,-0.0337,-0.0594,-0.0613,-0.0384,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-C-C1LM52C,C1LM52C,DaG 1042,K-type__Xe-type,0.2028,LM-H1T-052-C,-0.3474,-0.0339,-0.0748,-0.0377,-0.0284,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-H1T-052-C1LM52,C1LM52,DaG 1042,K-type__Xe-type,-0.0941,LM-H1T-052,-0.6861,0.0514,-0.0684,-0.0987,-0.0415,Rock,Breccia,Lunar Feldspathic Regolith Breccia,Lunar,Lunar,Lunar
LM-LAM-001-C10L01,C10L01,Y-791197,K-type__Xe-type,-0.1121,LM-LAM-001,-0.4852,-0.0150,-0.0529,-0.0302,-0.0828,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-C10LM1,C10LM1,Y-791197,K-type__Xe-type,-0.1269,LM-LAM-001,-0.3693,-0.0322,-0.0135,-0.0194,-0.1012,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-C10M01,C10M01,Y-791197,K-type__Xe-type,-0.1209,LM-LAM-001,-0.4328,-0.0164,-0.0342,-0.0234,-0.0899,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-C12LM1,C12LM1,Y-791197,Q-type,-0.1197,LM-LAM-001,-0.8839,0.2104,-0.1007,-0.1063,-0.0188,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CALM01,CALM01,Y-791197,Sq-type,-0.0197,LM-LAM-001,-0.2084,0.1491,0.1002,0.0301,-0.0169,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CALMC2,CALMC2,Y-791197,K-type__Xe-type,0.7935,LM-LAM-001,-0.6268,0.0574,0.0427,-0.2042,-0.0669,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CALMCA,CALMCA,Y-791197,K-type__Xe-type,0.8159,LM-LAM-001,-0.6538,0.0978,0.1155,-0.2474,-0.0524,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CALMCR,CALMCR,Y-791197,K-type__Xe-type,0.8624,LM-LAM-001,-0.6317,0.0711,0.1160,-0.2472,-0.0627,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CALMN1,CALMN1,Y-791197,B-type,-0.0524,LM-LAM-001,-0.6388,0.0298,-0.2008,-0.0301,-0.0531,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CALMN2,CALMN2,Y-791197,B-type,-0.0567,LM-LAM-001,-0.6115,0.0693,-0.1545,-0.0290,-0.0311,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CHLM01,CHLM01,Y-791197,B-type,-0.1239,LM-LAM-001,-0.7034,0.1255,-0.1366,-0.0509,-0.0431,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CNLM01,CNLM01,Y-791197,Cb-type,0.0040,LM-LAM-001,-0.6090,0.0212,-0.1821,-0.0186,-0.0491,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-COLM01,COLM01,Y-791197,Q-type,-0.1600,LM-LAM-001,-0.7019,0.1558,-0.1404,-0.0896,-0.0221,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CRLM01,CRLM01,Y-791197,B-type,-0.1113,LM-LAM-001,-0.5447,-0.0053,-0.0803,-0.0072,-0.0674,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-CSLM01,CSLM01,Y-791197,B-type,-0.1250,LM-LAM-001,-0.5620,0.0277,-0.1567,-0.0797,-0.0509,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-S10LM1,S10LM1,Y-791197,K-type__Xe-type,-0.1251,LM-LAM-001,-0.4045,-0.0152,-0.0236,-0.0190,-0.0860,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-S10M01,S10M01,Y-791197,K-type__Xe-type,-0.1165,LM-LAM-001,-0.4537,-0.0136,-0.0448,-0.0245,-0.0575,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-S12LM1,S12LM1,Y-791197,B-type,-0.1157,LM-LAM-001,-0.8723,0.1777,-0.0950,-0.1049,-0.0059,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-SHLM01,SHLM01,Y-791197,B-type,-0.1247,LM-LAM-001,-0.6921,0.1189,-0.1379,-0.0512,-0.0459,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-SOLM01,SOLM01,Y-791197,Q-type,-0.1582,LM-LAM-001,-0.7115,0.1510,-0.1406,-0.0910,-0.0149,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-SRLM01,SRLM01,Y-791197,B-type,-0.1091,LM-LAM-001,-0.5557,0.0016,-0.0789,-0.0157,-0.0459,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-001-SSLM01,SSLM01,Y-791197,B-type,-0.1229,LM-LAM-001,-0.5696,0.0243,-0.1581,-0.0834,-0.0451,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-002-C2LM06,C2LM06,Y-791197,Q-type,-0.1084,LM-LAM-002,-0.7282,0.2825,-0.0211,0.0008,-0.0003,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-002-CALM02,CALM02,Y-791197,Q-type,-0.0629,LM-LAM-002,-0.6338,0.1761,-0.1800,0.0739,-0.0201,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-002-CBLM02,CBLM02,Y-791197,Q-type,-0.1002,LM-LAM-002,-0.6950,0.1598,-0.1206,-0.0360,-0.0709,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-002-S2LM06,S2LM06,Y-791197,Q-type,-0.1083,LM-LAM-002,-0.7267,0.2813,-0.0208,0.0004,0.0003,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-002-SBLM02,SBLM02,Y-791197,Q-type,-0.1000,LM-LAM-002,-0.6949,0.1542,-0.1248,-0.0337,-0.0718,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-003-CALM03,CALM03,Y-791197,Sq-type,0.2118,LM-LAM-003,-0.0978,0.0774,0.0477,-0.0038,-0.0107,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-003-CBLM03,CBLM03,Y-791197,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2454,LM-LAM-003,-0.3514,0.0118,-0.0866,-0.0014,-0.0436,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-003-RCALM03,RCALM03,Y-791197,Sq-type,0.2119,LM-LAM-003,-0.0964,0.0770,0.0478,-0.0046,-0.0099,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-003-SBLM03,SBLM03,Y-791197,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2459,LM-LAM-003,-0.3481,0.0069,-0.0877,-0.0015,-0.0443,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-A-CALM13,CALM13,Y-86032,Q-type,-0.0925,LM-LAM-013-A,-0.5459,0.1673,-0.0252,0.0001,-0.0499,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-B-CBLM13,CBLM13,Y-86032,Q-type,-0.1206,LM-LAM-013-B,-0.4822,0.1242,-0.1197,0.0142,-0.0666,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-C-CCLM13,CCLM13,Y-86032,Q-type,-0.1113,LM-LAM-013-C,-0.5534,0.2557,-0.0256,0.0089,-0.0353,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-D-CDLM13,CDLM13,Y-86032,indeterminate,0.0732,LM-LAM-013-D,-0.2666,-0.0862,-0.1174,0.0537,-0.0865,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-E-CELM13,CELM13,Y-86032,Q-type,-0.1421,LM-LAM-013-E,-0.4896,0.2360,0.0218,0.0611,-0.0208,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-F-BKR1LM013F,BKR1LM013F,Y-86032,Sq-type,0.1191,LM-LAM-013-F,-0.4607,0.1071,-0.0266,0.0100,0.0047,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-G-BKR1LM013G,BKR1LM013G,Y-86032,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3209,LM-LAM-013-G,-0.2210,-0.0860,-0.1038,0.0686,-0.0540,Rock,,,Lunar (anorth),Lunar,Lunar
LM-LAM-013-TS-TSLM13,TSLM13,Y-86032,D-type__A-type,0.5793,LM-LAM-013-TS,0.3935,-0.3010,0.0396,0.1352,0.0232,Rock,,,Lunar (anorth),Lunar,Lunar
LM-TXH-027-BKR1LM027,BKR1LM027,Y-983885,Qw-type,0.3340,LM-TXH-027,-0.5039,0.1106,-0.0254,-0.0474,0.0372,Rock,,,Lunar (anorth),Lunar,Lunar
LM-TXH-028-BKR1LM028,BKR1LM028,Y-981031,Srw-type,0.3595,LM-TXH-028,-0.3613,0.2723,0.0993,0.0741,-0.0524,Rock,,,Lunar (anorth),Lunar,Lunar
MB-CMP-029-B-CBMB29,CBMB29,A-881757,V-type,-0.0363,MB-CMP-029-B,0.2082,0.9166,0.7337,0.0988,-0.2460,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-B2-C4MB29,C4MB29,A-881757,V-type,0.1412,MB-CMP-029-B2,0.5257,1.1042,0.9784,0.1274,-0.2474,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-B3-C5MB29,C5MB29,A-881757,V-type,-0.0926,MB-CMP-029-B3,0.0726,1.0372,0.7419,0.1122,-0.2226,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-B4-C6MB29,C6MB29,A-881757,V-type,-0.1376,MB-CMP-029-B4,0.1442,1.0214,0.7650,0.1384,-0.2555,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
