uniqueID,spectrumID,name,asteroid classes,slope,sampleID,pca_1,pca_2,pca_3,pca_4,pca_5,General Type,Type 1,subtype,metbull type,clan subtype,class subtype
MB-CMP-029-B5-C9MB29,C9MB29,A-881757,Vw-type,0.2526,MB-CMP-029-B5,0.1982,0.9301,0.7677,0.0597,-0.1365,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-C1MB29,C1MB29,A-881757,R-type,-0.1170,MB-CMP-029,-0.1310,0.5176,0.2087,0.0447,-0.1514,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-C2MB29,C2MB29,A-881757,V-type,-0.1073,MB-CMP-029,-0.2175,0.9420,0.6167,0.0714,-0.1664,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-CCMB29,CCMB29,A-881757,R-type,0.3015,MB-CMP-029,-0.0432,0.3594,0.3322,0.0660,-0.0055,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-CDMB29,CDMB29,A-881757,V-type,-0.0694,MB-CMP-029,1.1279,1.7553,1.1980,0.2566,-0.4539,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-CEMB29,CEMB29,A-881757,V-type,0.1325,MB-CMP-029,0.7005,1.2180,0.9009,0.1824,-0.1604,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-CQMB29,CQMB29,A-881757,B-type,-0.0329,MB-CMP-029,-0.6285,0.0461,-0.1310,-0.0024,-0.0127,Rock,Igneous,Gabbroic,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-P1-C3MB29,C3MB29,A-881757,V-type,-0.1961,MB-CMP-029-P1,0.8733,1.7150,1.0408,0.1998,-0.4898,Mineral,Silicate (Ino),Pyroxene,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-P2-C7MB29,C7MB29,A-881757,V-type,-0.1854,MB-CMP-029-P2,0.7484,1.4409,1.0675,0.2161,-0.4475,Mineral,Silicate (Ino),Pyroxene,Lunar (gabbro),Lunar,Lunar
MB-CMP-029-P3-C8MB29,C8MB29,A-881757,V-type,-0.2205,MB-CMP-029-P3,0.3603,1.3576,0.7366,0.0916,-0.3096,Mineral,Silicate (Ino),Pyroxene,Lunar (gabbro),Lunar,Lunar
DD-AHT-063-BKR1DD063,BKR1DD063,NWA 2737,D-type__A-type,0.6582,DD-AHT-063,0.3840,-0.2951,0.0877,-0.0121,0.0291,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-063-C1DD63,C1DD63,NWA 2737,L-type__Xe-type,0.5910,DD-AHT-063,0.5111,-0.3210,0.1309,0.0477,0.0335,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-065-BKR1DD065,BKR1DD065,NWA 2737,indeterminate,2.1612,DD-AHT-065,-1.6047,0.2269,-0.1287,-0.0225,-0.1314,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-AHT-065-C1DD65,C1DD65,NWA 2737,indeterminate,2.1553,DD-AHT-065,-1.6089,0.2296,-0.1262,-0.0239,-0.1248,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-AHT-066-BKR1DD066,BKR1DD066,NWA 2737,indeterminate,1.4832,DD-AHT-066,-2.0857,0.3851,-0.3070,-0.2304,-0.1502,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-AHT-066-C1DD66,C1DD66,NWA 2737,indeterminate,1.4757,DD-AHT-066,-2.0937,0.3905,-0.3059,-0.2299,-0.1421,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-AHT-067-BKR1DD067,BKR1DD067,NWA 2737,indeterminate,1.4040,DD-AHT-067,-1.0577,0.1292,-0.0205,-0.0836,-0.0293,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-067-C1DD67,C1DD67,NWA 2737,indeterminate,1.3989,DD-AHT-067,-1.0666,0.1347,-0.0189,-0.0839,-0.0229,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-068-BKR1DD068,BKR1DD068,NWA 2737,indeterminate,1.0015,DD-AHT-068,-1.8256,0.4271,-0.1917,-0.2076,-0.0903,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-068-C1DD68,C1DD68,NWA 2737,indeterminate,0.9959,DD-AHT-068,-1.8382,0.4347,-0.1904,-0.2072,-0.0803,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-069-BKR1DD069,BKR1DD069,NWA 2737,indeterminate,0.4669,DD-AHT-069,-1.4967,0.4047,-0.2849,-0.3226,-0.0554,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-069-C1DD69,C1DD69,NWA 2737,Qw-type,0.4668,DD-AHT-069,-1.5013,0.4082,-0.2833,-0.3243,-0.0507,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-AHT-110-BIR1DD110,BIR1DD110,LAP04840,Sa-type,0.5402,DD-AHT-110,-0.5984,-0.1604,0.0366,-0.0687,0.0070,Mineral,Silicate (Ino),Amphibolite,R6,R,R
DD-AHT-110-BKR1DD110,BKR1DD110,LAP04840,D-type__A-type,1.1056,DD-AHT-110,0.0208,-0.3710,0.3479,-0.0715,-0.0817,Mineral,Silicate (Ino),Amphibolite,R6,R,R
DD-AHT-110-C1DD110,C1DD110,LAP04840,D-type__A-type,0.9900,DD-AHT-110,0.1949,-0.4045,0.4084,-0.0038,-0.0945,Mineral,Silicate (Ino),Amphibolite,R6,R,R
DD-MDD-001-BKR1DD001,BKR1DD001,Chassigny,Sa-type,0.5159,DD-MDD-001,-2.8727,0.6026,0.6832,-0.1265,0.2544,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-001-BKR2DD001,BKR2DD001,Chassigny,Sa-type,0.5198,DD-MDD-001,-2.8761,0.6032,0.6798,-0.1291,0.2552,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-001-C1DD01,C1DD01,Chassigny,Sa-type,0.5073,DD-MDD-001,-2.9234,0.6340,0.6659,-0.1222,0.2879,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-002-BKR2DD002,BKR2DD002,Chassigny,Sa-type,0.5195,DD-MDD-002,-2.2183,0.4844,0.6273,0.0342,0.1390,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-002-C1DD02,C1DD02,Chassigny,Sa-type,0.5111,DD-MDD-002,-2.2615,0.5090,0.6197,0.0368,0.1659,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-003-BKR2DD003,BKR2DD003,Nakhla,Sr-type,0.1716,DD-MDD-003,-0.1344,0.2960,1.2404,0.9569,-0.0520,Mineral,Silicate (Ino),Pyroxene Clinopyroxene Augite,Martian (nakhlite),Martian,Martian
DD-MDD-003-C1DD03,C1DD03,Nakhla,Sr-type,0.1713,DD-MDD-003,-0.1686,0.3094,1.2345,0.9537,-0.0462,Mineral,Silicate (Ino),Pyroxene Clinopyroxene Augite,Martian (nakhlite),Martian,Martian
DD-MDD-004-BKR2DD004,BKR2DD004,ALH 84001,V-type,0.0423,DD-MDD-004,-0.4334,1.2338,-0.1336,-0.0720,0.0184,Mineral,Silicate (Ino),Pyroxene Orthopyroxene,Martian (OPX),Martian,Martian
DD-MDD-004-C1DD04,C1DD04,ALH 84001,V-type,0.0428,DD-MDD-004,-0.4475,1.2473,-0.1316,-0.0757,0.0312,Mineral,Silicate (Ino),Pyroxene Orthopyroxene,Martian (OPX),Martian,Martian
DD-MDD-005-BKR2DD005,BKR2DD005,Los Angeles,O-type__Q-type,0.1797,DD-MDD-005,-0.3233,0.5432,0.4279,0.3720,-0.0278,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-005-C1DD05,C1DD05,Los Angeles,O-type__Q-type,0.1797,DD-MDD-005,-0.3368,0.5518,0.4278,0.3709,-0.0244,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-006-BKR1DD006,BKR1DD006,LEW 88516,V-type,0.0007,DD-MDD-006,-0.7030,1.4035,-0.1764,-0.0619,0.1876,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-006-C1DD06,C1DD06,LEW 88516,V-type,0.0021,DD-MDD-006,-0.7446,1.4207,-0.1780,-0.0570,0.2096,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-006-C2DD06,C2DD06,LEW 88516,V-type,0.0330,DD-MDD-006,-0.7783,1.8596,-0.2223,-0.1662,0.2515,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-007-BKR1DD007,BKR1DD007,Shergotty,V-type,0.0270,DD-MDD-007,-0.1250,1.1941,0.5803,0.5244,-0.0758,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-007-C1DD07,C1DD07,Shergotty,V-type,0.0273,DD-MDD-007,-0.1580,1.2075,0.5781,0.5210,-0.0640,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-008-BKR1DD008,BKR1DD008,Zagami,V-type,-0.0242,DD-MDD-008,-0.2893,1.3316,0.3287,0.3199,-0.0150,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-008-C1DD08,C1DD08,Zagami,V-type,-0.0235,DD-MDD-008,-0.3064,1.3435,0.3277,0.3210,-0.0062,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-009-BKR1DD009,BKR1DD009,ALHA77005,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2813,DD-MDD-009,-0.4569,-0.0183,0.2701,0.0758,-0.1020,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-009-C1DD09,C1DD09,ALHA77005,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2805,DD-MDD-009,-0.4836,-0.0055,0.2708,0.0749,-0.0903,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-010-BKR1DD010,BKR1DD010,QUE 94201,V-type,-0.0079,DD-MDD-010,0.2395,0.9961,0.7806,0.4977,-0.1125,Mineral,Silicate (Ino),Pyroxene Clinopyroxene,Martian (shergottite),Martian,Martian
DD-MDD-010-C1DD10,C1DD10,QUE 94201,V-type,-0.0075,DD-MDD-010,0.1939,1.0148,0.7766,0.4939,-0.0950,Mineral,Silicate (Ino),Pyroxene Clinopyroxene,Martian (shergottite),Martian,Martian
DD-MDD-011-BKR1DD011,BKR1DD011,EETA79001,indeterminate,0.5827,DD-MDD-011,-0.9217,0.1474,0.0158,0.0269,-0.1131,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-011-C1DD11,C1DD11,EETA79001,indeterminate,0.5815,DD-MDD-011,-0.9338,0.1546,0.0196,0.0253,-0.1055,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-012-C1DD12,C1DD12,ALHA77005,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2298,DD-MDD-012,-1.3084,0.2978,0.4099,0.0223,-0.0418,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-013-BKR1DD013,BKR1DD013,EETA79001,A-type,0.5582,DD-MDD-013,-0.5228,0.0687,0.2447,-0.0374,-0.0275,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-013-C1DD13,C1DD13,EETA79001,A-type,0.5572,DD-MDD-013,-0.5325,0.0749,0.2462,-0.0386,-0.0222,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-014-BKR1DD014,BKR1DD014,ALHA77005,V-type,0.0335,DD-MDD-014,-0.0815,0.9399,0.5840,0.4258,-0.0640,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-014-C1DD14,C1DD14,ALHA77005,V-type,0.0337,DD-MDD-014,-0.0982,0.9512,0.5838,0.4240,-0.0577,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-018-BKR2DD018,BKR2DD018,Nakhla,A-type,0.7059,DD-MDD-018,-2.1393,0.2479,0.8592,-0.2520,0.1656,Mineral,Silicate (Neso),Olivine,Martian (nakhlite),Martian,Martian
DD-MDD-018-C1DD18,C1DD18,Nakhla,A-type,0.6995,DD-MDD-018,-2.1611,0.2635,0.8557,-0.2503,0.1818,Mineral,Silicate (Neso),Olivine,Martian (nakhlite),Martian,Martian
DD-MDD-019-C1DD19,C1DD19,EETA79001,Qw-type,0.2528,DD-MDD-019,-0.6557,0.3208,0.3164,0.0339,0.0455,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-020-C1DD20,C1DD20,ALH 84001,V-type,0.0834,DD-MDD-020,-0.5137,1.4200,-0.0421,-0.1445,0.0838,Rock,Igneous,Martian Orthopyroxenite,Martian (OPX),Martian,Martian
DD-MDD-021-C1DD21,C1DD21,Nakhla,Qw-type,0.2675,DD-MDD-021,-0.6662,0.3981,1.0041,0.6693,0.0371,Rock,Igneous,Nakhlite,Martian (nakhlite),Martian,Martian
DD-MDD-022-C1DD22,C1DD22,LEW 88516,O-type__Q-type,0.2358,DD-MDD-022,-0.4524,0.4497,0.3828,0.1208,0.0552,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-023-BKR2DD023,BKR2DD023,Chassigny,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2666,DD-MDD-023,-1.3982,0.2507,0.5134,-0.0142,0.0347,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-MDD-023-C1DD23,C1DD23,Chassigny,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2661,DD-MDD-023,-1.4089,0.2556,0.5129,-0.0126,0.0375,Rock,Igneous,Chassignite,Martian (chassignite),Martian,Martian
DD-MDD-024-BKR2DD024,BKR2DD024,QUE 94201,R-type,0.0803,DD-MDD-024,-0.2506,0.4824,0.3650,0.1680,-0.0085,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-024-C1DD24,C1DD24,QUE 94201,R-type,0.0805,DD-MDD-024,-0.2565,0.4900,0.3654,0.1674,-0.0069,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-025-BKR2DD025,BKR2DD025,Zagami,V-type,0.0386,DD-MDD-025,-0.3645,0.9916,0.3138,0.2353,0.0068,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-025-C1DD25,C1DD25,Zagami,V-type,0.0389,DD-MDD-025,-0.3805,1.0037,0.3129,0.2354,0.0138,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-026-BKR2DD026,BKR2DD026,ALHA77005,Sa-type,0.4616,DD-MDD-026,-0.8604,0.1218,0.3674,-0.0377,-0.0732,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-026-C1DD26,C1DD26,ALHA77005,Sa-type,0.4603,DD-MDD-026,-0.8677,0.1253,0.3703,-0.0373,-0.0675,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-027-BKR2DD027,BKR2DD027,Los Angeles,R-type,0.0699,DD-MDD-027,-0.1010,0.3758,0.3711,0.3241,-0.0351,Rock,,,Martian (shergottite),Martian,Martian
DD-MDD-027-C1DD27,C1DD27,Los Angeles,R-type,0.0704,DD-MDD-027,-0.1096,0.3836,0.3713,0.3222,-0.0316,Rock,,,Martian (shergottite),Martian,Martian
DD-MDD-029-BKR2DD029,BKR2DD029,EETA79001,V-type,-0.0623,DD-MDD-029,-0.5443,1.2117,0.2620,0.1090,-0.0035,Mineral,Glass,Maskelynite,Martian (shergottite),Martian,Martian
DD-MDD-029-C1DD29,C1DD29,EETA79001,V-type,-0.0620,DD-MDD-029,-0.5605,1.2227,0.2649,0.1073,0.0087,Mineral,Glass,Maskelynite,Martian (shergottite),Martian,Martian
DD-MDD-030-BKR2DD030,BKR2DD030,EETA79001,V-type,-0.0723,DD-MDD-030,-0.8202,0.9532,0.1818,0.0584,-0.0008,Mineral,,,Martian (shergottite),Martian,Martian
DD-MDD-030-C1DD30,C1DD30,EETA79001,V-type,-0.0710,DD-MDD-030,-0.8576,0.9709,0.1823,0.0565,0.0177,Mineral,,,Martian (shergottite),Martian,Martian
DD-MDD-031-BKR1DD031,BKR1DD031,ALHA77005,V-type,-0.1252,DD-MDD-031,-0.5030,1.8273,0.2157,0.1643,0.1138,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-031-C1DD31,C1DD31,ALHA77005,V-type,-0.1152,DD-MDD-031,-0.7008,1.8671,0.1933,0.1468,0.1627,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-032-BKR1DD032,BKR1DD032,ALHA77005,Qw-type,0.2955,DD-MDD-032,-1.2273,0.3457,-0.0131,-0.1745,-0.0502,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-032-C1DD32,C1DD32,ALHA77005,Qw-type,0.2986,DD-MDD-032,-1.2617,0.3714,-0.0191,-0.1832,-0.0474,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-033-BKR1DD033,BKR1DD033,ALHA77005,indeterminate,0.4168,DD-MDD-033,-1.4303,0.2195,-0.1493,-0.2487,-0.0877,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-033-C1DD33,C1DD33,ALHA77005,indeterminate,0.4171,DD-MDD-033,-1.4358,0.2237,-0.1477,-0.2507,-0.0838,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-034-BKR1DD034,BKR1DD034,ALHA77005,V-type,-0.1362,DD-MDD-034,-0.4055,2.1310,0.0422,0.0399,0.1292,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-034-C1DD34,C1DD34,ALHA77005,V-type,-0.1289,DD-MDD-034,-0.6135,2.1517,0.0349,0.0453,0.1980,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-055-BKR1DD055,BKR1DD055,MIL 03346,Sa-type,0.4268,DD-MDD-055,-0.5172,0.3498,0.9605,0.7001,0.0372,Mineral,Silicate (Ino),Pyroxene Clinopyroxene,Martian (nakhlite),Martian,Martian
DD-MDD-055-C1DD55,C1DD55,MIL 03346,Sa-type,0.4267,DD-MDD-055,-0.5172,0.3497,0.9605,0.7002,0.0373,Mineral,Silicate (Ino),Pyroxene Clinopyroxene,Martian (nakhlite),Martian,Martian
DD-MDD-056-BKR1DD056,BKR1DD056,MIL 03346,Sa-type,0.4334,DD-MDD-056,-0.4626,0.2683,0.8935,0.6199,0.0355,Rock,Igneous,Nakhlite,Martian (nakhlite),Martian,Martian
DD-MDD-056-C1DD56,C1DD56,MIL 03346,Sa-type,0.4333,DD-MDD-056,-0.4625,0.2682,0.8936,0.6200,0.0356,Rock,Igneous,Nakhlite,Martian (nakhlite),Martian,Martian
DD-MDD-057-BKR1DD057,BKR1DD057,EETA79001,V-type,0.0730,DD-MDD-057,-0.8189,1.0352,0.3874,0.0489,0.0496,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-057-C1DD57,C1DD57,EETA79001,V-type,0.0727,DD-MDD-057,-0.8592,1.0538,0.3836,0.0505,0.0676,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-058-BKR1DD058,BKR1DD058,EETA79001,V-type,0.0696,DD-MDD-058,-0.9855,1.0998,0.4577,0.0859,0.0095,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-058-C1DD58,C1DD58,EETA79001,V-type,0.0694,DD-MDD-058,-1.0275,1.1188,0.4548,0.0853,0.0305,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-059-BKR1DD059,BKR1DD059,EETA79001,O-type__Q-type,0.0990,DD-MDD-059,-0.4562,0.5614,0.0549,0.0885,0.0343,Mineral,Glass,Dark Glass,Martian (shergottite),Martian,Martian
DD-MDD-059-C1DD59,C1DD59,EETA79001,O-type__Q-type,0.0994,DD-MDD-059,-0.4691,0.5721,0.0554,0.0865,0.0416,Mineral,Glass,Dark Glass,Martian (shergottite),Martian,Martian
DD-MDD-060-BKR1DD060,BKR1DD060,EETA79001,Qw-type,0.3077,DD-MDD-060,-1.7001,0.6793,0.6133,-0.1409,0.0980,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-060-C1DD60,C1DD60,EETA79001,Qw-type,0.3035,DD-MDD-060,-1.7431,0.7008,0.6056,-0.1360,0.1190,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-061-BKR1DD061,BKR1DD061,Shergotty,V-type,0.0751,DD-MDD-061,0.2576,0.9535,0.4888,0.3166,-0.0521,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-061-C1DD61,C1DD61,Shergotty,V-type,0.0754,DD-MDD-061,0.2405,0.9655,0.4902,0.3125,-0.0435,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-062-BKR1DD062,BKR1DD062,Chassigny,Sa-type,0.4848,DD-MDD-062,-2.4370,0.5908,0.6721,-0.0633,0.1400,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-062-C1DD62,C1DD62,Chassigny,Sa-type,0.4766,DD-MDD-062,-2.4796,0.6155,0.6629,-0.0595,0.1678,Mineral,Silicate (Neso),Olivine,Martian (chassignite),Martian,Martian
DD-MDD-117-BKR1DD117,BKR1DD117,Y-984028,Sa-type,0.4406,DD-MDD-117,-0.5006,0.3107,0.3313,0.0528,0.0063,Rock,Igneous,Lherzolitic Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-117-C1DD117,C1DD117,Y-984028,Sa-type,0.4380,DD-MDD-117,-0.5286,0.3255,0.3306,0.0529,0.0176,Rock,Igneous,Lherzolitic Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-118-BKR1DD118,BKR1DD118,Y-984028,Sa-type,0.4315,DD-MDD-118,-0.4841,0.2217,0.3360,-0.0684,0.0598,Rock,Igneous,Lherzolitic Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-118-C1DD118,C1DD118,Y-984028,Sa-type,0.4281,DD-MDD-118,-0.5140,0.2360,0.3334,-0.0657,0.0683,Rock,Igneous,Lherzolitic Shergottite,Martian (shergottite),Martian,Martian
DD-MDD-119-BKR1DD119,BKR1DD119,Y-984028,V-type,0.0534,DD-MDD-119,-0.3307,0.8250,0.0507,-0.0257,0.1521,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-119-C1DD119,C1DD119,Y-984028,V-type,0.0527,DD-MDD-119,-0.3803,0.8454,0.0491,-0.0248,0.1694,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-120-BKR1DD120,BKR1DD120,Y-984028,Qw-type,0.3448,DD-MDD-120,-0.4977,0.3396,0.3566,-0.0005,0.0566,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-120-C1DD120,C1DD120,Y-984028,Qw-type,0.3417,DD-MDD-120,-0.5331,0.3563,0.3529,0.0027,0.0677,Mineral,Silicate (Ino),Pyroxene,Martian (shergottite),Martian,Martian
DD-MDD-121-BKR1DD121,BKR1DD121,Y-984028,Sqw-type,0.4138,DD-MDD-121,-0.2402,-0.0107,0.1495,-0.0245,-0.0330,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-121-C1DD121,C1DD121,Y-984028,Sqw-type,0.4132,DD-MDD-121,-0.2500,-0.0046,0.1504,-0.0243,-0.0288,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-122-BKR1DD122,BKR1DD122,Y-984028,A-type,0.5523,DD-MDD-122,-0.6247,0.0035,0.2290,-0.1114,-0.0351,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
DD-MDD-122-C1DD122,C1DD122,Y-984028,A-type,0.5512,DD-MDD-122,-0.6351,0.0090,0.2297,-0.1113,-0.0317,Mineral,Silicate (Neso),Olivine,Martian (shergottite),Martian,Martian
LM-LAM-007-281-CCLM07,CCLM07,EETA79001,V-type,-0.1792,LM-LAM-007-281,-0.7195,0.9717,0.1130,0.0214,0.0104,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-281-CELM07,CELM07,EETA79001,V-type,-0.1888,LM-LAM-007-281,-0.6621,1.2385,0.2804,0.0250,0.0256,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-281-CILM07,CILM07,EETA79001,V-type,-0.1559,LM-LAM-007-281,-0.9398,1.4333,0.2676,0.0708,0.0538,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-EALM07,EALM07,EETA79001,Sq-type,0.0381,LM-LAM-007-73,-0.4307,0.1110,-0.1418,0.1640,-0.0629,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-EBLM07,EBLM07,EETA79001,Q-type,0.0608,LM-LAM-007-73,-0.4870,0.1514,-0.1460,0.1650,-0.0708,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TALM07,TALM07,EETA79001,Sr-type,0.1259,LM-LAM-007-73,-0.2585,0.2712,0.0241,0.0768,0.0437,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TBLM07,TBLM07,EETA79001,Sr-type,0.1936,LM-LAM-007-73,-0.2217,0.3238,0.0593,0.0564,0.0655,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TCLM07,TCLM07,EETA79001,Srw-type,0.9854,LM-LAM-007-73,0.1858,0.0769,0.1305,0.2279,0.0068,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TDLM07,TDLM07,EETA79001,Srw-type,0.3320,LM-LAM-007-73,-0.3069,0.2696,0.0938,0.1326,0.0418,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TELM07,TELM07,EETA79001,Sq-type,0.1538,LM-LAM-007-73,-0.2886,0.0526,-0.0580,0.0826,0.0122,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TFLM07,TFLM07,EETA79001,Sq-type,0.2356,LM-LAM-007-73,-0.2611,0.0699,-0.0505,0.0364,0.0356,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-TGLM07,TGLM07,EETA79001,Sw-type,0.7809,LM-LAM-007-73,0.0899,-0.0904,0.0054,0.2076,-0.0044,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
LM-LAM-007-73-THLM07,THLM07,EETA79001,Sqw-type,0.3145,LM-LAM-007-73,-0.2765,0.0305,-0.0363,0.1240,0.0091,Rock,Igneous,Shergottite,Martian (shergottite),Martian,Martian
